Employee ID,DOB,DOJ,Department_Name
IU196557,1983-02-23,2009-10-31T00:00:00Z,Climate Studies
IU196557,1983-02-23,2009-10-31T00:00:00Z,Educational Technology
IU196557,1983-02-23,2009-10-31T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU196557,1983-02-23,2009-10-31T00:00:00Z,Systems and Control Engineering
IU449901,1985-09-02,2009-06-07T00:00:00Z,Aerospace Engineering
IU449901,1985-09-02,2009-06-07T00:00:00Z,Biosciences and Bioengineering
IU449901,1985-09-02,2009-06-07T00:00:00Z,Chemical Engineering
IU449901,1985-09-02,2009-06-07T00:00:00Z,Chemistry
IU449901,1985-09-02,2009-06-07T00:00:00Z,Civil Engineering
IU449901,1985-09-02,2009-06-07T00:00:00Z,Computer Science & Engineering
IU449901,1985-09-02,2009-06-07T00:00:00Z,Earth Sciences
IU449901,1985-09-02,2009-06-07T00:00:00Z,Electrical Engineering
IU449901,1985-09-02,2009-06-07T00:00:00Z,Energy Science and Engineering
IU449901,1985-09-02,2009-06-07T00:00:00Z,Humanities & Social Science
IU449901,1985-09-02,2009-06-07T00:00:00Z,Mathematics
IU449901,1985-09-02,2009-06-07T00:00:00Z,Mechanical Engineering
IU449901,1985-09-02,2009-06-07T00:00:00Z,Metallurgical Engineering & Materials Science
IU449901,1985-09-02,2009-06-07T00:00:00Z,Physics
IU449901,1985-09-02,2009-06-07T00:00:00Z,Industrial Design Centre
IU449901,1985-09-02,2009-06-07T00:00:00Z,Application Software Centre (ASC)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Computer Centre (CC)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre for Policy Studies (CPS)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU449901,1985-09-02,2009-06-07T00:00:00Z,ABC-EDS Research Academy
IU449901,1985-09-02,2009-06-07T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU449901,1985-09-02,2009-06-07T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU449901,1985-09-02,2009-06-07T00:00:00Z,National Centre for Mathematics (NCM)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Technology and Design (TCTD)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Centre for Bioengineering (WRCB)
IU449901,1985-09-02,2009-06-07T00:00:00Z,School of Management
IU449901,1985-09-02,2009-06-07T00:00:00Z,Climate Studies
IU449901,1985-09-02,2009-06-07T00:00:00Z,Educational Technology
IU449901,1985-09-02,2009-06-07T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU449901,1985-09-02,2009-06-07T00:00:00Z,Systems and Control Engineering
IU206427,1971-07-30,2008-05-09T00:00:00Z,Aerospace Engineering
IU206427,1971-07-30,2008-05-09T00:00:00Z,Biosciences and Bioengineering
IU206427,1971-07-30,2008-05-09T00:00:00Z,Chemical Engineering
IU206427,1971-07-30,2008-05-09T00:00:00Z,Chemistry
IU206427,1971-07-30,2008-05-09T00:00:00Z,Civil Engineering
IU206427,1971-07-30,2008-05-09T00:00:00Z,Computer Science & Engineering
IU206427,1971-07-30,2008-05-09T00:00:00Z,Earth Sciences
IU206427,1971-07-30,2008-05-09T00:00:00Z,Electrical Engineering
IU206427,1971-07-30,2008-05-09T00:00:00Z,Energy Science and Engineering
IU206427,1971-07-30,2008-05-09T00:00:00Z,Humanities & Social Science
IU206427,1971-07-30,2008-05-09T00:00:00Z,Mathematics
IU206427,1971-07-30,2008-05-09T00:00:00Z,Mechanical Engineering
IU206427,1971-07-30,2008-05-09T00:00:00Z,Metallurgical Engineering & Materials Science
IU206427,1971-07-30,2008-05-09T00:00:00Z,Physics
IU206427,1971-07-30,2008-05-09T00:00:00Z,Industrial Design Centre
IU206427,1971-07-30,2008-05-09T00:00:00Z,Application Software Centre (ASC)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Computer Centre (CC)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre for Policy Studies (CPS)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU206427,1971-07-30,2008-05-09T00:00:00Z,ABC-EDS Research Academy
IU206427,1971-07-30,2008-05-09T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU206427,1971-07-30,2008-05-09T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU206427,1971-07-30,2008-05-09T00:00:00Z,National Centre for Mathematics (NCM)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Technology and Design (TCTD)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Centre for Bioengineering (WRCB)
IU206427,1971-07-30,2008-05-09T00:00:00Z,School of Management
IU206427,1971-07-30,2008-05-09T00:00:00Z,Climate Studies
IU206427,1971-07-30,2008-05-09T00:00:00Z,Educational Technology
IU206427,1971-07-30,2008-05-09T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU206427,1971-07-30,2008-05-09T00:00:00Z,Systems and Control Engineering
IU688905,1973-07-20,2002-01-17T00:00:00Z,Aerospace Engineering
IU688905,1973-07-20,2002-01-17T00:00:00Z,Biosciences and Bioengineering
IU688905,1973-07-20,2002-01-17T00:00:00Z,Chemical Engineering
IU688905,1973-07-20,2002-01-17T00:00:00Z,Chemistry
IU688905,1973-07-20,2002-01-17T00:00:00Z,Civil Engineering
IU688905,1973-07-20,2002-01-17T00:00:00Z,Computer Science & Engineering
IU688905,1973-07-20,2002-01-17T00:00:00Z,Earth Sciences
IU688905,1973-07-20,2002-01-17T00:00:00Z,Electrical Engineering
IU688905,1973-07-20,2002-01-17T00:00:00Z,Energy Science and Engineering
IU688905,1973-07-20,2002-01-17T00:00:00Z,Humanities & Social Science
IU688905,1973-07-20,2002-01-17T00:00:00Z,Mathematics
IU688905,1973-07-20,2002-01-17T00:00:00Z,Mechanical Engineering
IU688905,1973-07-20,2002-01-17T00:00:00Z,Metallurgical Engineering & Materials Science
IU688905,1973-07-20,2002-01-17T00:00:00Z,Physics
IU688905,1973-07-20,2002-01-17T00:00:00Z,Industrial Design Centre
IU688905,1973-07-20,2002-01-17T00:00:00Z,Application Software Centre (ASC)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Computer Centre (CC)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre for Policy Studies (CPS)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU688905,1973-07-20,2002-01-17T00:00:00Z,ABC-EDS Research Academy
IU688905,1973-07-20,2002-01-17T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU688905,1973-07-20,2002-01-17T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU688905,1973-07-20,2002-01-17T00:00:00Z,National Centre for Mathematics (NCM)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Technology and Design (TCTD)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Centre for Bioengineering (WRCB)
IU688905,1973-07-20,2002-01-17T00:00:00Z,School of Management
IU688905,1973-07-20,2002-01-17T00:00:00Z,Climate Studies
IU688905,1973-07-20,2002-01-17T00:00:00Z,Educational Technology
IU688905,1973-07-20,2002-01-17T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU688905,1973-07-20,2002-01-17T00:00:00Z,Systems and Control Engineering
IU634582,1991-11-16,2000-02-13T00:00:00Z,Aerospace Engineering
IU634582,1991-11-16,2000-02-13T00:00:00Z,Biosciences and Bioengineering
IU634582,1991-11-16,2000-02-13T00:00:00Z,Chemical Engineering
IU634582,1991-11-16,2000-02-13T00:00:00Z,Chemistry
IU634582,1991-11-16,2000-02-13T00:00:00Z,Civil Engineering
IU634582,1991-11-16,2000-02-13T00:00:00Z,Computer Science & Engineering
IU634582,1991-11-16,2000-02-13T00:00:00Z,Earth Sciences
IU634582,1991-11-16,2000-02-13T00:00:00Z,Electrical Engineering
IU634582,1991-11-16,2000-02-13T00:00:00Z,Energy Science and Engineering
IU634582,1991-11-16,2000-02-13T00:00:00Z,Humanities & Social Science
IU634582,1991-11-16,2000-02-13T00:00:00Z,Mathematics
IU634582,1991-11-16,2000-02-13T00:00:00Z,Mechanical Engineering
IU634582,1991-11-16,2000-02-13T00:00:00Z,Metallurgical Engineering & Materials Science
IU634582,1991-11-16,2000-02-13T00:00:00Z,Physics
IU634582,1991-11-16,2000-02-13T00:00:00Z,Industrial Design Centre
IU634582,1991-11-16,2000-02-13T00:00:00Z,Application Software Centre (ASC)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Computer Centre (CC)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre for Policy Studies (CPS)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU634582,1991-11-16,2000-02-13T00:00:00Z,ABC-EDS Research Academy
IU634582,1991-11-16,2000-02-13T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU634582,1991-11-16,2000-02-13T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU634582,1991-11-16,2000-02-13T00:00:00Z,National Centre for Mathematics (NCM)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Technology and Design (TCTD)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Centre for Bioengineering (WRCB)
IU634582,1991-11-16,2000-02-13T00:00:00Z,School of Management
IU634582,1991-11-16,2000-02-13T00:00:00Z,Climate Studies
IU634582,1991-11-16,2000-02-13T00:00:00Z,Educational Technology
IU634582,1991-11-16,2000-02-13T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU634582,1991-11-16,2000-02-13T00:00:00Z,Systems and Control Engineering
IU138624,1979-05-18,2006-09-27T00:00:00Z,Aerospace Engineering
IU138624,1979-05-18,2006-09-27T00:00:00Z,Biosciences and Bioengineering
IU138624,1979-05-18,2006-09-27T00:00:00Z,Chemical Engineering
IU138624,1979-05-18,2006-09-27T00:00:00Z,Chemistry
IU138624,1979-05-18,2006-09-27T00:00:00Z,Civil Engineering
IU138624,1979-05-18,2006-09-27T00:00:00Z,Computer Science & Engineering
IU138624,1979-05-18,2006-09-27T00:00:00Z,Earth Sciences
IU138624,1979-05-18,2006-09-27T00:00:00Z,Electrical Engineering
IU138624,1979-05-18,2006-09-27T00:00:00Z,Energy Science and Engineering
IU138624,1979-05-18,2006-09-27T00:00:00Z,Humanities & Social Science
IU138624,1979-05-18,2006-09-27T00:00:00Z,Mathematics
IU138624,1979-05-18,2006-09-27T00:00:00Z,Mechanical Engineering
IU138624,1979-05-18,2006-09-27T00:00:00Z,Metallurgical Engineering & Materials Science
IU138624,1979-05-18,2006-09-27T00:00:00Z,Physics
IU138624,1979-05-18,2006-09-27T00:00:00Z,Industrial Design Centre
IU138624,1979-05-18,2006-09-27T00:00:00Z,Application Software Centre (ASC)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Computer Centre (CC)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre for Policy Studies (CPS)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU138624,1979-05-18,2006-09-27T00:00:00Z,ABC-EDS Research Academy
IU138624,1979-05-18,2006-09-27T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU138624,1979-05-18,2006-09-27T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU138624,1979-05-18,2006-09-27T00:00:00Z,National Centre for Mathematics (NCM)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Technology and Design (TCTD)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Centre for Bioengineering (WRCB)
IU138624,1979-05-18,2006-09-27T00:00:00Z,School of Management
IU138624,1979-05-18,2006-09-27T00:00:00Z,Climate Studies
IU138624,1979-05-18,2006-09-27T00:00:00Z,Educational Technology
IU138624,1979-05-18,2006-09-27T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU138624,1979-05-18,2006-09-27T00:00:00Z,Systems and Control Engineering
IU932068,1985-07-12,2013-05-04T00:00:00Z,Aerospace Engineering
IU932068,1985-07-12,2013-05-04T00:00:00Z,Biosciences and Bioengineering
IU932068,1985-07-12,2013-05-04T00:00:00Z,Chemical Engineering
IU932068,1985-07-12,2013-05-04T00:00:00Z,Chemistry
IU932068,1985-07-12,2013-05-04T00:00:00Z,Civil Engineering
IU932068,1985-07-12,2013-05-04T00:00:00Z,Computer Science & Engineering
IU932068,1985-07-12,2013-05-04T00:00:00Z,Earth Sciences
IU932068,1985-07-12,2013-05-04T00:00:00Z,Electrical Engineering
IU932068,1985-07-12,2013-05-04T00:00:00Z,Energy Science and Engineering
IU932068,1985-07-12,2013-05-04T00:00:00Z,Humanities & Social Science
IU932068,1985-07-12,2013-05-04T00:00:00Z,Mathematics
IU932068,1985-07-12,2013-05-04T00:00:00Z,Mechanical Engineering
IU932068,1985-07-12,2013-05-04T00:00:00Z,Metallurgical Engineering & Materials Science
IU932068,1985-07-12,2013-05-04T00:00:00Z,Physics
IU932068,1985-07-12,2013-05-04T00:00:00Z,Industrial Design Centre
IU932068,1985-07-12,2013-05-04T00:00:00Z,Application Software Centre (ASC)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Computer Centre (CC)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre for Policy Studies (CPS)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU932068,1985-07-12,2013-05-04T00:00:00Z,ABC-EDS Research Academy
IU932068,1985-07-12,2013-05-04T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU932068,1985-07-12,2013-05-04T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU932068,1985-07-12,2013-05-04T00:00:00Z,National Centre for Mathematics (NCM)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Technology and Design (TCTD)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Centre for Bioengineering (WRCB)
IU932068,1985-07-12,2013-05-04T00:00:00Z,School of Management
IU932068,1985-07-12,2013-05-04T00:00:00Z,Climate Studies
IU932068,1985-07-12,2013-05-04T00:00:00Z,Educational Technology
IU932068,1985-07-12,2013-05-04T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU932068,1985-07-12,2013-05-04T00:00:00Z,Systems and Control Engineering
IU572796,1978-01-14,2008-01-03T00:00:00Z,Aerospace Engineering
IU572796,1978-01-14,2008-01-03T00:00:00Z,Biosciences and Bioengineering
IU572796,1978-01-14,2008-01-03T00:00:00Z,Chemical Engineering
IU572796,1978-01-14,2008-01-03T00:00:00Z,Chemistry
IU572796,1978-01-14,2008-01-03T00:00:00Z,Civil Engineering
IU572796,1978-01-14,2008-01-03T00:00:00Z,Computer Science & Engineering
IU572796,1978-01-14,2008-01-03T00:00:00Z,Earth Sciences
IU572796,1978-01-14,2008-01-03T00:00:00Z,Electrical Engineering
IU572796,1978-01-14,2008-01-03T00:00:00Z,Energy Science and Engineering
IU572796,1978-01-14,2008-01-03T00:00:00Z,Humanities & Social Science
IU572796,1978-01-14,2008-01-03T00:00:00Z,Mathematics
IU572796,1978-01-14,2008-01-03T00:00:00Z,Mechanical Engineering
IU572796,1978-01-14,2008-01-03T00:00:00Z,Metallurgical Engineering & Materials Science
IU572796,1978-01-14,2008-01-03T00:00:00Z,Physics
IU572796,1978-01-14,2008-01-03T00:00:00Z,Industrial Design Centre
IU572796,1978-01-14,2008-01-03T00:00:00Z,Application Software Centre (ASC)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Computer Centre (CC)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre for Policy Studies (CPS)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU572796,1978-01-14,2008-01-03T00:00:00Z,ABC-EDS Research Academy
IU572796,1978-01-14,2008-01-03T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU572796,1978-01-14,2008-01-03T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU572796,1978-01-14,2008-01-03T00:00:00Z,National Centre for Mathematics (NCM)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Technology and Design (TCTD)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Centre for Bioengineering (WRCB)
IU572796,1978-01-14,2008-01-03T00:00:00Z,School of Management
IU572796,1978-01-14,2008-01-03T00:00:00Z,Climate Studies
IU572796,1978-01-14,2008-01-03T00:00:00Z,Educational Technology
IU572796,1978-01-14,2008-01-03T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU572796,1978-01-14,2008-01-03T00:00:00Z,Systems and Control Engineering
IU134670,1980-12-15,2002-01-15T00:00:00Z,Aerospace Engineering
IU134670,1980-12-15,2002-01-15T00:00:00Z,Biosciences and Bioengineering
IU134670,1980-12-15,2002-01-15T00:00:00Z,Chemical Engineering
IU134670,1980-12-15,2002-01-15T00:00:00Z,Chemistry
IU134670,1980-12-15,2002-01-15T00:00:00Z,Civil Engineering
IU134670,1980-12-15,2002-01-15T00:00:00Z,Computer Science & Engineering
IU134670,1980-12-15,2002-01-15T00:00:00Z,Earth Sciences
IU134670,1980-12-15,2002-01-15T00:00:00Z,Electrical Engineering
IU134670,1980-12-15,2002-01-15T00:00:00Z,Energy Science and Engineering
IU134670,1980-12-15,2002-01-15T00:00:00Z,Humanities & Social Science
IU134670,1980-12-15,2002-01-15T00:00:00Z,Mathematics
IU134670,1980-12-15,2002-01-15T00:00:00Z,Mechanical Engineering
IU134670,1980-12-15,2002-01-15T00:00:00Z,Metallurgical Engineering & Materials Science
IU134670,1980-12-15,2002-01-15T00:00:00Z,Physics
IU134670,1980-12-15,2002-01-15T00:00:00Z,Industrial Design Centre
